OrderID,Date,Product,Category,Quantity,UnitPrice,DiscountNum,City,Manager,Segment,Cost,Revenue,Profit
ORD-2304-00074,2023-04-27,Blender Max,Home,1,143.68,0.0,Moscow,Petrova,B2C,90.4,143.68,53.28
ORD-2508-00075,2025-08-25,Printer Jet,Office,6,182.59,0.05,Moscow,Smirnova,B2B,867.48,1040.76,173.28
ORD-2304-00076,2023-04-06,Jeans Slim,Clothing,1,187.94,0.1,Kazan,Ivanov,B2C,123.32,169.15,45.83
ORD-2307-00077,2023-07-18,Lamp LED,Home,1,36.61,0.2,Yekaterinburg,Unknown,B2C,22.54,29.29,6.75
ORD-2311-00078,2023-11-17,Monitor 24,Office,5,117.8,0.05,Nizhny Novgorod,Unknown,B2B,427.3,559.55,132.25
ORD-2307-00079,2023-07-07,Backpack 30L,Outdoor,1,236.0,0.0,Kazan,Volkova,B2B,168.25,236.0,67.75
ORD-2311-00080,2023-11-24,Headphones Pro,Electronics,7,896.86,0.0,Novosibirsk,Unknown,B2C,4232.27,6278.02,2045.75
ORD-2509-00081,2025-09-19,T-Shirt Cotton,Clothing,6,82.99,0.0,Novosibirsk,Kuznetsov,B2C,306.48,497.94,191.46
ORD-2504-00082,2025-04-21,Puzzle 1000,Toys,3,85.65,0.0,Moscow,Sidorov,B2C,202.08,256.95,54.87
ORD-2311-00083,2023-11-24,Headphones Pro,Electronics,5,752.49,0.0,Saint Petersburg,Sidorov,B2C,2406.6,3762.45,1355.85
ORD-2505-00084,2025-05-15,Thermo Bottle,Outdoor,3,400.52,0.05,Moscow,Unknown,B2B,945.42,1141.48,196.06
ORD-2404-00085,2024-04-10,Blender Max,Home,3,48.32,0.05,Kazan,Unknown,B2C,106.77,137.71,30.94
ORD-2306-00086,2023-06-16,Air Purifier,Home,2,51.05,0.05,Novosibirsk,Smirnova,B2C,65.98,96.99,31.01
ORD-2312-00087,2023-12-27,Building Blocks,Toys,3,28.27,0.15,Novosibirsk,Kuznetsov,B2C,65.55,72.09,6.54
ORD-2501-00088,2025-01-26,Building Blocks,Toys,4,97.7,0.1,Novosibirsk,Volkova,B2C,299.04,351.72,52.68
ORD-2310-00089,2023-10-18,Desk Chair,Office,5,57.88,0.0,Kazan,Volkova,B2C,218.6,289.4,70.8
ORD-2307-00090,2023-03-07,Sneakers Run,Clothing,1,25.0,0.15,Novosibirsk,Unknown,B2C,15.99,21.25,5.26
ORD-2310-00091,2023-10-08,Blender Max,Home,6,137.99,0.2,Novosibirsk,Kuznetsov,B2B,515.58,662.35,146.77
ORD-2404-00092,2024-04-17,Laptop Air,Electronics,4,271.52,0.0,Saint Petersburg,Sidorov,B2C,825.32,1086.08,260.76
ORD-2507-00093,2025-07-16,Lamp LED,Home,3,127.88,0.0,Nizhny Novgorod,Smirnova,B2C,300.9,383.64,82.74
ORD-2305-00094,2023-05-10,Backpack 30L,Outdoor,2,362.61,0.05,Nizhny Novgorod,Kuznetsov,B2C,541.32,688.96,147.64
ORD-2404-00095,2024-04-06,Vacuum 3000,Home,6,192.14,0.0,Saint Petersburg,Smirnova,B2C,974.22,1152.84,178.62
ORD-2306-00096,2023-06-24,Jacket Wind,Clothing,7,33.48,0.05,Moscow,Ivanov,B2B,156.38,222.64,66.26
ORD-2504-00097,2025-04-02,Paper A4,Office,5,48.62,0.0,Moscow,Ivanov,B2C,154.45,243.1,88.65
ORD-2402-00098,2024-02-06,T-Shirt Cotton,Clothing,2,46.95,0.0,Nizhny Novgorod,Ivanov,B2B,68.46,93.9,25.44
ORD-2308-00099,2023-08-08,Blender Max,Home,1,110.1,0.2,Novosibirsk,Volkova,B2C,74.02,88.08,14.06
ORD-2308-00100,2023-08-21,Jeans Slim,Clothing,2,122.46,0.15,Moscow,Sidorov,B2C,189.92,208.18,18.26
ORD-2502-00101,2025-02-26,Printer Jet,Office,7,275.77,0.05,Saint Petersburg,Unknown,B2C,1413.02,1833.87,420.85
ORD-2401-00102,2024-01-16,Doll Classic,Toys,1,132.89,0.0,Kazan,Ivanov,B2C,86.16,132.89,46.73
ORD-2508-00103,2025-08-25,Smartphone X,Electronics,7,237.3,0.0,Yekaterinburg,Volkova,B2B,1345.68,1661.1,315.42
ORD-2304-00104,2023-04-02,Sneakers Run,Clothing,3,163.58,0.1,Moscow,Orlov,B2C,336.66,441.67,105.01
ORD-2409-00105,2024-09-14,Tent 2P,Outdoor,1,102.54,0.2,Nizhny Novgorod,Unknown,B2C,68.01,82.03,14.02
ORD-2505-00106,2025-05-01,Air Purifier,Home,6,185.19,0.15,Yekaterinburg,Volkova,B2B,735.12,944.47,209.35
ORD-2409-00107,2024-09-19,Jeans Slim,Clothing,3,45.2,0.05,Novosibirsk,Orlov,B2C,114.6,128.82,14.22
ORD-2306-00108,2023-06-06,Printer Jet,Office,6,34.26,0.0,Moscow,Kuznetsov,B2C,134.64,205.56,70.92
ORD-2310-00109,2023-10-09,Camera Zoom,Electronics,4,1091.81,0.0,Novosibirsk,Petrova,B2C,3379.52,4367.24,987.72
ORD-2304-00110,2023-04-14,Keyboard Mech,Office,4,70.36,0.0,Kazan,Sidorov,B2C,172.0,281.44,109.44
ORD-2412-00111,2024-12-17,Tablet Mini,Electronics,5,598.85,0.1,Kazan,Ivanov,B2C,1827.7,2694.82,867.12
ORD-2401-00112,2024-01-20,Printer Jet,Office,6,216.6,0.1,Kazan,Unknown,B2B,783.48,1169.64,386.16
ORD-2311-00113,2023-11-13,Desk Chair,Office,5,280.11,0.1,Novosibirsk,Sidorov,B2B,1018.6,1260.5,241.9
ORD-2405-00114,2024-05-05,Coffee Maker,Home,5,257.6,0.0,Nizhny Novgorod,Sidorov,B2C,865.5,1288.0,422.5
ORD-2311-00115,2023-11-07,Printer Jet,Office,6,143.76,0.2,Saint Petersburg,Ivanov,B2C,678.42,690.05,11.63
ORD-2504-00116,2025-04-20,Coffee Maker,Home,4,232.9,0.05,Nizhny Novgorod,Smirnova,B2B,601.92,885.02,283.1
ORD-2501-00117,2025-01-05,Coffee Maker,Home,7,161.85,0.0,Yekaterinburg,Petrova,B2C,753.06,1132.95,379.89
ORD-2502-00118,2025-02-09,Smartphone X,Electronics,6,633.91,0.05,Yekaterinburg,Kuznetsov,B2C,2940.36,3613.29,672.93
ORD-2410-00119,2024-10-31,Printer Jet,Office,3,99.47,0.1,Saint Petersburg,Kuznetsov,B2C,220.56,268.57,48.01
ORD-2501-00120,2025-01-17,Cap Sport,Clothing,1,110.22,0.0,Moscow,Smirnova,B2C,79.22,110.22,31.0
ORD-2306-00121,2023-06-30,Cap Sport,Clothing,1,71.78,0.0,Kazan,Unknown,B2C,45.67,71.78,26.11
ORD-2412-00122,2024-12-10,Camera Zoom,Electronics,1,790.7,0.0,Yekaterinburg,Orlov,B2C,581.6,790.7,209.1
ORD-2302-00123,2023-02-15,Air Purifier,Home,3,290.03,0.05,Nizhny Novgorod,Unknown,B2B,567.66,826.59,258.93
ORD-2501-00124,2025-01-21,Desk Chair,Office,3,53.5,0.0,Kazan,Ivanov,B2C,134.31,160.5,26.19
ORD-2309-00125,2023-09-06,Cap Sport,Clothing,5,132.17,0.0,Nizhny Novgorod,Ivanov,B2C,495.85,660.85,165.0
ORD-2309-00126,2023-09-07,Cap Sport,Clothing,4,113.52,0.0,Yekaterinburg,Petrova,B2C,320.2,454.08,133.88
ORD-2306-00127,2023-06-03,Smartphone X,Electronics,1,863.04,0.1,Saint Petersburg,Unknown,B2C,634.61,776.74,142.13
ORD-2303-00128,2023-03-10,Tent 2P,Outdoor,3,130.59,0.0,Moscow,Volkova,B2C,303.06,391.77,88.71
ORD-2311-00129,2023-11-30,Camera Zoom,Electronics,2,523.29,0.05,Novosibirsk,Orlov,B2C,822.74,994.25,171.51
ORD-2509-00130,2025-09-27,T-Shirt Cotton,Clothing,4,187.89,0.0,Novosibirsk,Petrova,B2C,579.0,751.56,172.56
ORD-2306-00131,2023-06-18,Backpack 30L,Outdoor,3,122.47,0.0,Yekaterinburg,Smirnova,B2C,250.86,367.41,116.55
ORD-2404-00132,2024-04-18,Sneakers Run,Clothing,6,97.67,0.05,Nizhny Novgorod,Petrova,B2B,374.88,556.72,181.84
ORD-2411-00133,2024-11-12,Jacket Wind,Clothing,1,125.71,0.1,Nizhny Novgorod,Kuznetsov,B2B,86.75,113.14,26.39
ORD-2412-00134,2024-12-27,Hiking Boots,Outdoor,2,170.27,0.15,Novosibirsk,Smirnova,B2B,276.58,289.46,12.88
ORD-2501-00135,2025-01-31,Air Purifier,Home,7,84.07,0.0,Novosibirsk,Smirnova,B2B,474.67,588.49,113.82
ORD-2410-00136,2024-10-08,Building Blocks,Toys,4,62.13,0.05,Moscow,Smirnova,B2C,173.16,236.09,62.93
ORD-2504-00137,2025-04-07,Keyboard Mech,Office,1,44.28,0.05,Novosibirsk,Petrova,B2C,34.02,42.07,8.05
ORD-2409-00138,2024-06-09,Blender Max,Home,3,182.79,0.0,Saint Petersburg,Volkova,B2C,453.84,548.37,94.53
ORD-2308-00139,2023-08-21,Tablet Mini,Electronics,1,197.76,0.1,Kazan,Smirnova,B2B,145.9,177.98,32.08
ORD-2311-00140,2023-11-23,Sneakers Run,Clothing,4,59.59,0.0,Kazan,Orlov,B2C,191.72,238.36,46.64
ORD-2312-00141,2023-12-10,Camera Zoom,Electronics,6,148.62,0.0,Novosibirsk,Unknown,B2C,655.2,891.72,236.52
ORD-2411-00142,2024-11-28,Cap Sport,Clothing,7,59.37,0.05,Novosibirsk,Unknown,B2C,280.49,394.81,114.32
ORD-2509-00143,2025-09-07,Desk Chair,Office,5,84.55,0.0,Yekaterinburg,Kuznetsov,B2B,328.3,422.75,94.45
ORD-2303-00144,2023-03-18,Tablet Mini,Electronics,1,937.09,0.0,Moscow,Smirnova,B2B,726.3,937.09,210.79
ORD-2306-00145,2023-06-01,Laptop Air,Electronics,3,727.39,0.2,Nizhny Novgorod,Sidorov,B2C,1441.77,1745.74,303.97
ORD-2404-00146,2024-04-14,RC Car,Toys,6,87.26,0.0,Moscow,Ivanov,B2C,384.36,523.56,139.2
ORD-2501-00147,2025-01-23,Jacket Wind,Clothing,5,106.62,0.1,Saint Petersburg,Orlov,B2C,451.2,479.79,28.59
ORD-2312-00148,2023-12-12,Jacket Wind,Clothing,4,159.86,0.0,Nizhny Novgorod,Petrova,B2B,448.12,639.44,191.32
ORD-2312-00149,2023-12-29,Smartphone X,Electronics,1,662.3,0.0,Kazan,Ivanov,B2B,443.29,662.3,219.01
ORD-2301-00150,2023-01-30,Backpack 30L,Outdoor,2,135.18,0.1,Moscow,Unknown,B2C,222.66,243.32,20.66
ORD-2310-00151,2023-10-30,Doll Classic,Toys,6,18.84,0.05,Nizhny Novgorod,Petrova,B2C,84.18,107.39,23.21
ORD-2504-00152,2025-04-20,Jacket Wind,Clothing,3,24.45,0.0,Kazan,Unknown,B2C,54.54,73.35,18.81
ORD-2404-00153,2024-04-24,RC Car,Toys,3,92.48,0.1,Yekaterinburg,Ivanov,B2C,234.21,249.7,15.49
ORD-2508-00154,2025-08-22,Cap Sport,Clothing,2,161.72,0.0,Saint Petersburg,Orlov,B2B,259.12,323.44,64.32
ORD-2506-00155,2025-06-14,Desk Chair,Office,2,66.0,0.0,Moscow,Sidorov,B2B,97.8,132.0,34.2
ORD-2411-00156,2024-11-06,Tablet Mini,Electronics,6,778.25,0.05,Yekaterinburg,Kuznetsov,B2B,2977.32,4436.02,1458.7
ORD-2311-00157,2023-11-21,RC Car,Toys,1,74.9,0.1,Yekaterinburg,Orlov,B2C,59.17,67.41,8.24
ORD-2411-00158,2024-11-28,Jacket Wind,Clothing,1,153.0,0.1,Kazan,Orlov,B2C,100.37,137.7,37.33
ORD-2311-00159,2023-11-16,Jacket Wind,Clothing,5,12.4,0.0,Yekaterinburg,Smirnova,B2C,50.5,62.0,11.5
ORD-2310-00160,2023-10-09,Monitor 24,Office,4,34.91,0.0,Novosibirsk,Sidorov,B2C,89.4,139.64,50.24
ORD-2312-00161,2023-12-05,Sneakers Run,Clothing,6,27.23,0.0,Yekaterinburg,Petrova,B2C,102.12,163.38,61.26
ORD-2408-00162,2024-08-23,Desk Chair,Office,3,141.98,0.0,Yekaterinburg,Unknown,B2C,304.08,425.94,121.86
ORD-2508-00163,2025-08-13,Board Game,Toys,4,49.98,0.05,Nizhny Novgorod,Smirnova,B2C,146.24,189.92,43.68
ORD-2306-00164,2023-06-28,Puzzle 1000,Toys,5,123.83,0.0,Moscow,Kuznetsov,B2B,429.65,619.15,189.5
ORD-2407-00165,2024-07-29,Keyboard Mech,Office,2,62.39,0.0,Novosibirsk,Petrova,B2C,102.04,124.78,22.74
ORD-2406-00166,2024-06-15,Lamp LED,Home,7,292.12,0.05,Nizhny Novgorod,Ivanov,B2C,1287.58,1942.6,655.02
ORD-2309-00167,2023-08-09,Printer Jet,Office,2,252.01,0.05,Yekaterinburg,Ivanov,B2C,372.08,478.82,106.74
ORD-2304-00168,2023-04-05,Tablet Mini,Electronics,4,484.76,0.1,Yekaterinburg,Petrova,B2C,1190.0,1745.14,555.14
ORD-2407-00169,2024-07-31,Headphones Pro,Electronics,4,268.02,0.1,Novosibirsk,Volkova,B2B,829.16,964.87,135.71
ORD-2412-00170,2024-12-09,Air Purifier,Home,1,253.39,0.05,Kazan,Kuznetsov,B2C,194.3,240.72,46.42
ORD-2412-00171,2024-12-27,T-Shirt Cotton,Clothing,2,103.81,0.0,Moscow,Kuznetsov,B2C,137.38,207.62,70.24
ORD-2404-00172,2024-04-13,T-Shirt Cotton,Clothing,4,135.78,0.0,Nizhny Novgorod,Kuznetsov,B2C,359.12,543.12,184.0
ORD-2412-00173,2024-12-17,Tent 2P,Outdoor,7,469.67,0.15,Saint Petersburg,Unknown,B2C,2770.88,2794.54,23.66
ORD-2508-00174,2025-08-28,Tablet Mini,Electronics,3,1092.93,0.1,Saint Petersburg,Petrova,B2C,2196.18,2950.91,754.73
ORD-2305-00175,2023-05-18,Building Blocks,Toys,3,75.89,0.1,Moscow,Unknown,B2C,144.84,204.9,60.06
ORD-2311-00176,2023-11-23,Printer Jet,Office,2,11.16,0.05,Nizhny Novgorod,Ivanov,B2B,18.84,21.2,2.36
ORD-2505-00177,2025-05-23,Doll Classic,Toys,7,119.58,0.05,Novosibirsk,Kuznetsov,B2C,598.57,795.21,196.64
ORD-2301-00178,2023-01-04,Air Purifier,Home,6,265.86,0.0,Kazan,Sidorov,B2C,1028.76,1595.16,566.4
ORD-2303-00179,2023-03-11,Tablet Mini,Electronics,4,1003.82,0.0,Nizhny Novgorod,Petrova,B2C,2952.24,4015.28,1063.04
ORD-2312-00180,2023-12-07,Printer Jet,Office,5,11.37,0.0,Novosibirsk,Smirnova,B2B,41.7,56.85,15.15
ORD-2305-00181,2023-05-17,Headphones Pro,Electronics,4,307.17,0.05,Moscow,Volkova,B2C,1016.2,1167.25,151.05
ORD-2401-00182,2024-01-28,Building Blocks,Toys,5,83.22,0.1,Yekaterinburg,Orlov,B2C,311.2,374.49,63.29
ORD-2303-00183,2023-03-14,Paper A4,Office,1,233.54,0.05,Kazan,Smirnova,B2C,176.11,221.86,45.75
ORD-2303-00184,2023-03-24,Paper A4,Office,7,245.1,0.0,Yekaterinburg,Orlov,B2C,1425.27,1715.7,290.43
ORD-2412-00185,2024-12-10,Printer Jet,Office,2,185.96,0.1,Saint Petersburg,Unknown,B2C,314.14,334.73,20.59
ORD-2406-00186,2024-06-02,Building Blocks,Toys,4,112.61,0.15,Novosibirsk,Kuznetsov,B2C,378.76,382.87,4.11
ORD-2503-00187,2025-03-14,Jacket Wind,Clothing,3,113.63,0.15,Saint Petersburg,Orlov,B2C,263.49,289.76,26.27
ORD-2302-00188,2023-02-08,Building Blocks,Toys,4,73.47,0.0,Moscow,Orlov,B2C,237.44,293.88,56.44
ORD-2406-00189,2024-06-23,Jacket Wind,Clothing,2,133.63,0.0,Kazan,Petrova,B2C,217.66,267.26,49.6
ORD-2402-00190,2024-02-04,Tent 2P,Outdoor,6,355.49,0.0,Novosibirsk,Orlov,B2B,1581.18,2132.94,551.76
ORD-2503-00191,2025-03-22,Jeans Slim,Clothing,2,28.54,0.05,Saint Petersburg,Unknown,B2B,44.52,54.23,9.71
ORD-2508-00192,2025-08-08,Monitor 24,Office,2,52.95,0.1,Kazan,Petrova,B2C,69.5,95.31,25.81
ORD-2402-00193,2024-02-15,Paper A4,Office,1,262.59,0.05,Moscow,Kuznetsov,B2C,221.85,249.46,27.61
ORD-2411-00194,2024-11-10,Desk Chair,Office,5,279.83,0.0,Nizhny Novgorod,Ivanov,B2C,874.8,1399.15,524.35
ORD-2403-00195,2024-03-05,Headphones Pro,Electronics,1,1249.87,0.0,Kazan,Smirnova,B2C,860.62,1249.87,389.25
ORD-2312-00196,2023-01-12,Board Game,Toys,4,75.66,0.0,Nizhny Novgorod,Volkova,B2C,214.6,302.64,88.04
ORD-2410-00197,2024-10-13,Blender Max,Home,5,260.83,0.1,Saint Petersburg,Unknown,B2B,1006.15,1173.73,167.58
ORD-2307-00198,2023-07-27,Jacket Wind,Clothing,6,120.54,0.15,Kazan,Smirnova,B2B,448.14,614.75,166.61
ORD-2410-00199,2024-10-14,Keyboard Mech,Office,7,181.61,0.2,Nizhny Novgorod,Unknown,B2C,1061.55,1017.02,-44.53
ORD-2409-00200,2024-06-09,Hiking Boots,Outdoor,5,449.46,0.1,Yekaterinburg,Unknown,B2C,1434.6,2022.57,587.97
ORD-2307-00201,2023-07-21,Air Purifier,Home,1,216.48,0.0,Saint Petersburg,Sidorov,B2C,169.59,216.48,46.89
